Campaign_ID,Target_Audience,Campaign_Goal,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date,Company
539436,Men 25-34,Brand Awareness,15 Days,Facebook,0.05,$500.00,7.86,Los Angeles,English,712,3628,8,Technology,2022-12-03,Cyber Circuit
458656,Men 25-34,Market Expansion,15 Days,Pinterest,0.09,$500.00,1.2458684277806014,Los Angeles,English,431,2386,1,Technology,2022-07-17,Silicon Saga
258621,Women 25-34,Increase Sales,15 Days,Pinterest,0.06,$500.00,0.5130046467331888,Los Angeles,English,450,2448,1,Technology,2022-12-25,Pixel Pioneers
425454,All Ages,Increase Sales,15 Days,Facebook,0.04,$500.00,4.02,Los Angeles,English,773,3810,10,Technology,2022-02-03,Gadget Giants
336956,Men 45-60,Product Launch,15 Days,Instagram,0.04,$500.00,5.52,Los Angeles,English,792,3867,6,Technology,2022-06-14,Quantum Quirks
734678,All Ages,Product Launch,15 Days,Pinterest,0.03,$500.00,1.0528213830168929,Los Angeles,English,471,2517,1,Technology,2022-07-08,Innovate Infinity
359984,Women 45-60,Market Expansion,15 Days,Facebook,0.07,$500.00,3.23,Los Angeles,English,847,4029,1,Technology,2022-01-25,Cyber Circuit
152292,Women 18-24,Product Launch,15 Days,Instagram,0.13,$500.00,6.14,Los Angeles,English,860,4068,8,Technology,2022-11-25,Silicon Saga
402785,All Ages,Product Launch,15 Days,Instagram,0.14,$500.00,7.82,Los Angeles,English,875,4111,9,Technology,2022-04-24,Quantum Quirks
131965,Women 18-24,Market Expansion,15 Days,Instagram,0.09,$500.00,6.19,Los Angeles,English,891,4159,1,Technology,2022-10-24,Silicon Saga
609603,Women 18-24,Brand Awareness,15 Days,Facebook,0.11,$500.00,1.34,Los Angeles,English,897,4176,5,Technology,2022-10-13,Cyber Circuit
175566,Women 45-60,Brand Awareness,15 Days,Instagram,0.13,$500.00,6.57,Los Angeles,English,909,4212,9,Technology,2022-11-06,Gadget Giants
799259,Women 18-24,Product Launch,15 Days,Instagram,0.13,$500.00,4.6,Los Angeles,English,939,4302,8,Technology,2022-01-02,Silicon Saga
873921,Men 45-60,Brand Awareness,15 Days,Facebook,0.1,$500.00,0.61,Los Angeles,English,949,4331,4,Technology,2022-04-15,NexGen Nerds
953145,Men 35-44,Brand Awareness,15 Days,Pinterest,0.02,$500.00,0.6291903681187542,Los Angeles,English,560,2806,1,Technology,2022-06-07,Code Crafters
675604,Women 45-60,Market Expansion,15 Days,Facebook,0.04,$500.00,1.93,Los Angeles,English,974,4404,8,Technology,2022-02-26,Tech Titans
896748,Women 18-24,Product Launch,15 Days,Facebook,0.06,$500.00,7.95,Los Angeles,English,976,4410,2,Technology,2022-09-11,Quantum Quirks
961536,Men 25-34,Increase Sales,15 Days,Pinterest,0.07,$500.00,0.0500492338276281,Los Angeles,English,590,2905,1,Technology,2022-07-13,Pixel Pioneers
511268,Women 45-60,Market Expansion,15 Days,Facebook,0.05,$500.00,1.78,Los Angeles,English,1041,4603,1,Technology,2022-03-01,Gadget Giants
746386,Men 25-34,Increase Sales,15 Days,Twitter,0.15,$500.00,7.94,Los Angeles,English,1044,4612,8,Technology,2022-08-31,Pixel Pioneers
834395,All Ages,Product Launch,15 Days,Facebook,0.11,$500.00,6.64,Los Angeles,English,1045,4614,4,Technology,2022-05-28,Innovate Infinity
671839,Women 25-34,Increase Sales,15 Days,Instagram,0.07,$500.00,2.3,Los Angeles,English,1060,4659,2,Technology,2022-10-19,Silicon Saga
606471,Women 25-34,Brand Awareness,15 Days,Facebook,0.14,$500.00,4.01,Los Angeles,English,1088,4744,5,Technology,2022-05-12,Silicon Saga
560658,Women 35-44,Market Expansion,15 Days,Twitter,0.06,$500.00,2.32,Los Angeles,English,1099,4775,9,Technology,2022-09-29,Pixel Pioneers
116494,All Ages,Product Launch,15 Days,Instagram,0.05,$500.00,4.56,Los Angeles,English,1103,4786,6,Technology,2022-04-16,NexGen Nerds
728551,Men 18-24,Brand Awareness,15 Days,Facebook,0.1,$500.00,1.43,Los Angeles,English,1104,4790,3,Technology,2022-10-29,Silicon Saga
792033,Women 35-44,Increase Sales,15 Days,Pinterest,0.06,$500.00,1.0885708357509127,Los Angeles,English,661,3133,1,Technology,2022-08-07,Giga Geeks
811161,Women 45-60,Market Expansion,15 Days,Pinterest,0.09,$500.00,0.9312732437212244,Los Angeles,English,665,3147,1,Technology,2022-05-17,Quantum Quirks
337903,Women 25-34,Brand Awareness,15 Days,Facebook,0.11,$500.00,1.55,Los Angeles,English,1134,4880,7,Technology,2022-05-22,Tech Titans
424326,Women 35-44,Product Launch,15 Days,Pinterest,0.13,$500.00,1.2476559004173025,Los Angeles,English,666,3151,1,Technology,2022-01-26,Innovate Infinity
271091,Men 35-44,Brand Awareness,15 Days,Twitter,0.02,$500.00,0.15,Los Angeles,English,1138,4891,9,Technology,2022-07-12,Cyber Circuit
667773,All Ages,Product Launch,15 Days,Facebook,0.13,$500.00,3.32,Los Angeles,English,1148,4920,8,Technology,2022-06-30,Tech Titans
257103,Women 45-60,Brand Awareness,15 Days,Facebook,0.1,$500.00,4.55,Los Angeles,English,1154,4937,10,Technology,2022-03-22,Pixel Pioneers
640994,Women 35-44,Product Launch,15 Days,Facebook,0.07,$500.00,3.3,Los Angeles,English,1157,4948,8,Technology,2022-11-30,Code Crafters
787099,Men 45-60,Increase Sales,15 Days,Pinterest,0.01,$500.00,0.0768613233781432,Los Angeles,English,683,3208,1,Technology,2022-03-11,NexGen Nerds
492042,Men 25-34,Increase Sales,15 Days,Twitter,0.07,$500.00,2.3,Los Angeles,English,1173,4994,7,Technology,2022-02-04,Cyber Circuit
287740,Women 18-24,Brand Awareness,15 Days,Facebook,0.03,$500.00,1.13,Los Angeles,English,1180,5015,9,Technology,2022-02-14,Innovate Infinity
951189,Women 45-60,Market Expansion,15 Days,Instagram,0.1,$500.00,3.11,Los Angeles,English,1193,5054,4,Technology,2022-07-28,Tech Titans
754856,Men 25-34,Product Launch,15 Days,Pinterest,0.08,$500.00,0.3557070547035003,Los Angeles,English,711,3299,1,Technology,2022-01-13,Cyber Circuit
940830,Men 45-60,Product Launch,15 Days,Pinterest,0.04,$500.00,1.2583807362375083,Los Angeles,English,717,3317,1,Technology,2022-07-01,Silicon Saga
530143,Women 45-60,Brand Awareness,15 Days,Instagram,0.08,$500.00,5.53,Los Angeles,English,1227,5153,2,Technology,2022-09-01,Code Crafters
701561,Women 18-24,Increase Sales,15 Days,Instagram,0.03,$500.00,5.91,Los Angeles,English,1228,5157,4,Technology,2022-11-08,Innovate Infinity
731186,Men 25-34,Product Launch,15 Days,Facebook,0.13,$500.00,6.63,Los Angeles,English,1230,5162,7,Technology,2022-06-02,Innovate Infinity
249099,Men 45-60,Product Launch,15 Days,Facebook,0.09,$500.00,5.89,Los Angeles,English,1232,5168,8,Technology,2022-08-06,Code Crafters
729257,Women 25-34,Market Expansion,15 Days,Facebook,0.04,$500.00,3.0,Los Angeles,English,1240,5194,1,Technology,2022-06-29,Gadget Giants
738707,Men 45-60,Brand Awareness,15 Days,Facebook,0.13,$500.00,2.05,Los Angeles,English,1253,5230,2,Technology,2022-11-06,Innovate Infinity
911406,Men 25-34,Market Expansion,15 Days,Instagram,0.11,$500.00,2.57,Los Angeles,English,1273,5290,8,Technology,2022-07-28,NexGen Nerds
805041,All Ages,Product Launch,15 Days,Facebook,0.03,$500.00,1.93,Los Angeles,English,1284,5324,8,Technology,2022-02-24,Giga Geeks
118995,All Ages,Brand Awareness,15 Days,Twitter,0.04,$500.00,4.66,Los Angeles,English,1311,5404,7,Technology,2022-10-30,Tech Titans
839520,Women 45-60,Brand Awareness,15 Days,Facebook,0.06,$500.00,4.22,Los Angeles,English,1341,5492,3,Technology,2022-05-13,NexGen Nerds
462857,Women 18-24,Market Expansion,15 Days,Facebook,0.08,$500.00,1.44,Los Angeles,English,1343,5497,6,Technology,2022-02-05,Giga Geeks
732218,Men 25-34,Product Launch,15 Days,Instagram,0.06,$500.00,3.64,Los Angeles,English,1353,5527,2,Technology,2022-04-30,NexGen Nerds
992989,Men 18-24,Brand Awareness,15 Days,Pinterest,0.07,$500.00,0.1662349552131936,Los Angeles,English,796,3574,1,Technology,2022-01-02,Pixel Pioneers
872976,Women 18-24,Product Launch,15 Days,Facebook,0.11,$500.00,1.06,Los Angeles,English,1358,5544,3,Technology,2022-10-02,Pixel Pioneers
914958,All Ages,Product Launch,15 Days,Facebook,0.02,$500.00,7.48,Los Angeles,English,1360,5547,8,Technology,2022-03-13,Giga Geeks
944877,Men 18-24,Product Launch,15 Days,Twitter,0.15,$500.00,5.36,Los Angeles,English,1366,5565,10,Technology,2022-10-08,Pixel Pioneers
764992,Women 25-34,Brand Awareness,15 Days,Facebook,0.08,$500.00,3.32,Los Angeles,English,1380,5607,9,Technology,2022-06-24,Code Crafters
156908,Men 18-24,Increase Sales,15 Days,Facebook,0.15,$500.00,3.19,Los Angeles,English,1383,5616,3,Technology,2022-02-09,Gadget Giants
788678,Women 18-24,Product Launch,15 Days,Instagram,0.06,$500.00,2.47,Los Angeles,English,1387,5630,9,Technology,2022-09-28,Silicon Saga
493455,Women 45-60,Market Expansion,15 Days,Twitter,0.01,$500.00,7.03,Los Angeles,English,1388,5631,6,Technology,2022-09-01,Gadget Giants
591345,Men 25-34,Brand Awareness,15 Days,Instagram,0.15,$500.00,1.35,Los Angeles,English,1422,5733,2,Technology,2022-04-10,Giga Geeks
128376,Men 18-24,Product Launch,15 Days,Twitter,0.06,$500.00,3.41,Los Angeles,English,1434,5769,4,Technology,2022-11-01,Giga Geeks
167593,Women 25-34,Market Expansion,15 Days,Instagram,0.09,$500.00,6.12,Los Angeles,English,1441,5789,1,Technology,2022-04-26,Pixel Pioneers
650140,All Ages,Product Launch,15 Days,Facebook,0.07,$500.00,2.27,Los Angeles,English,1444,5796,5,Technology,2022-08-20,Pixel Pioneers
240438,Men 18-24,Increase Sales,15 Days,Instagram,0.1,$500.00,0.1,Los Angeles,English,1454,5826,2,Technology,2022-06-18,NexGen Nerds
981691,Men 35-44,Brand Awareness,15 Days,Instagram,0.07,$500.00,3.93,Los Angeles,English,1463,5852,7,Technology,2022-03-21,Cyber Circuit
280283,Men 18-24,Brand Awareness,15 Days,Twitter,0.13,$500.00,6.48,Los Angeles,English,1463,5854,4,Technology,2022-05-18,Tech Titans
790145,Men 25-34,Product Launch,15 Days,Pinterest,0.09,$500.00,0.6577899303059703,Los Angeles,English,859,3780,1,Technology,2022-03-27,Tech Titans
642472,Men 25-34,Product Launch,15 Days,Pinterest,0.03,$500.00,0.2341589154078318,Los Angeles,English,874,3828,1,Technology,2022-02-01,Code Crafters
455046,Women 25-34,Market Expansion,15 Days,Instagram,0.12,$500.00,1.2,Los Angeles,English,1503,5971,4,Technology,2022-04-06,Pixel Pioneers
892001,Women 25-34,Increase Sales,15 Days,Pinterest,0.03,$500.00,0.9008862088973072,Los Angeles,English,885,3863,1,Technology,2022-07-18,NexGen Nerds
968042,Women 18-24,Brand Awareness,15 Days,Twitter,0.03,$500.00,1.13,Los Angeles,English,1526,6040,6,Technology,2022-08-29,Code Crafters
396793,Men 18-24,Increase Sales,15 Days,Facebook,0.11,$500.00,1.5,Los Angeles,English,1530,6051,7,Technology,2022-11-24,Silicon Saga
464347,All Ages,Market Expansion,15 Days,Pinterest,0.12,$500.00,0.6291903681187542,Los Angeles,English,898,3907,1,Technology,2022-01-06,Code Crafters
158384,Women 45-60,Product Launch,15 Days,Pinterest,0.07,$500.00,0.1680224278498945,Los Angeles,English,899,3910,1,Technology,2022-01-02,Silicon Saga
720325,Women 35-44,Brand Awareness,15 Days,Instagram,0.05,$500.00,3.48,Los Angeles,English,1583,6208,5,Technology,2022-08-31,Tech Titans
718467,Women 25-34,Product Launch,15 Days,Pinterest,0.07,$500.00,0.872286646710091,Los Angeles,English,930,4010,1,Technology,2022-11-13,Giga Geeks
578540,Women 25-34,Market Expansion,15 Days,Instagram,0.1,$500.00,2.8,Los Angeles,English,1610,6288,10,Technology,2022-11-14,Quantum Quirks
191457,Women 35-44,Product Launch,15 Days,Instagram,0.07,$500.00,1.06,Los Angeles,English,1614,6301,1,Technology,2022-10-02,Silicon Saga
301770,Men 18-24,Product Launch,15 Days,Facebook,0.11,$500.00,5.28,Los Angeles,English,1627,6338,10,Technology,2022-05-09,Gadget Giants
215742,Women 18-24,Product Launch,15 Days,Pinterest,0.12,$500.00,0.0375369253707211,Los Angeles,English,967,4132,1,Technology,2022-04-11,Quantum Quirks
869867,Men 18-24,Product Launch,15 Days,Twitter,0.08,$500.00,6.55,Los Angeles,English,1649,6403,7,Technology,2022-11-10,Code Crafters
648239,Women 45-60,Market Expansion,15 Days,Pinterest,0.09,$500.00,1.0260092934663776,Los Angeles,English,971,4144,1,Technology,2022-07-23,Gadget Giants
401355,Women 25-34,Market Expansion,15 Days,Twitter,0.04,$500.00,3.57,Los Angeles,English,1656,6426,3,Technology,2022-10-07,Code Crafters
347790,Women 25-34,Market Expansion,15 Days,Pinterest,0.05,$500.00,0.8025752138787519,Los Angeles,English,990,4205,1,Technology,2022-12-14,Gadget Giants
591018,Women 35-44,Market Expansion,15 Days,Twitter,0.02,$500.00,3.39,Los Angeles,English,1688,6519,4,Technology,2022-08-31,Silicon Saga
923013,All Ages,Market Expansion,15 Days,Facebook,0.01,$500.00,6.71,Los Angeles,English,1692,6532,2,Technology,2022-12-02,Pixel Pioneers
275965,All Ages,Product Launch,15 Days,Facebook,0.02,$500.00,0.91,Los Angeles,English,1702,6561,1,Technology,2022-11-04,Pixel Pioneers
142995,Women 35-44,Market Expansion,15 Days,Pinterest,0.04,$500.00,1.412103382993795,Los Angeles,English,1001,4243,1,Technology,2022-05-09,Silicon Saga
909217,Women 45-60,Increase Sales,15 Days,Instagram,0.02,$500.00,2.91,Los Angeles,English,1723,6623,10,Technology,2022-12-16,NexGen Nerds
398583,Men 25-34,Brand Awareness,15 Days,Pinterest,0.05,$500.00,0.2573960596849449,Los Angeles,English,1023,4313,1,Technology,2022-01-04,Innovate Infinity
265994,Women 45-60,Product Launch,15 Days,Facebook,0.02,$500.00,6.05,Los Angeles,English,1748,6697,3,Technology,2022-01-14,Quantum Quirks
295724,Men 18-24,Increase Sales,15 Days,Instagram,0.1,$500.00,3.12,Los Angeles,English,1750,6703,1,Technology,2022-10-24,Gadget Giants
348552,Women 45-60,Product Launch,15 Days,Instagram,0.09,$500.00,5.28,Los Angeles,English,1752,6711,3,Technology,2022-06-15,Giga Geeks
944054,Women 35-44,Increase Sales,15 Days,Instagram,0.05,$500.00,4.12,Los Angeles,English,1777,6783,3,Technology,2022-12-11,Gadget Giants
136275,Women 45-60,Product Launch,15 Days,Instagram,0.05,$500.00,3.91,Los Angeles,English,1777,6784,4,Technology,2022-07-25,Pixel Pioneers
175914,Women 45-60,Product Launch,15 Days,Instagram,0.13,$500.00,7.09,Los Angeles,English,1793,6832,7,Technology,2022-12-15,Cyber Circuit
221118,Men 25-34,Product Launch,15 Days,Pinterest,0.03,$500.00,0.7328637810474126,Los Angeles,English,1056,4421,1,Technology,2022-08-22,Silicon Saga
109637,Women 25-34,Brand Awareness,15 Days,Twitter,0.08,$500.00,7.5,Los Angeles,English,1820,6910,9,Technology,2022-12-09,Innovate Infinity
942161,Men 35-44,Product Launch,15 Days,Facebook,0.07,$500.00,5.52,Los Angeles,English,1820,6912,5,Technology,2022-04-08,Giga Geeks
760187,Women 45-60,Increase Sales,15 Days,Facebook,0.1,$500.00,3.82,Los Angeles,English,1837,6961,1,Technology,2022-04-21,Giga Geeks
305511,Women 25-34,Product Launch,15 Days,Pinterest,0.09,$500.00,0.275270786051955,Los Angeles,English,1092,4538,1,Technology,2022-09-14,Tech Titans
774457,Women 35-44,Product Launch,15 Days,Facebook,0.14,$500.00,3.93,Los Angeles,English,1870,7059,8,Technology,2022-02-09,Silicon Saga
455395,Women 35-44,Increase Sales,15 Days,Instagram,0.12,$500.00,1.7,Los Angeles,English,1898,7141,5,Technology,2022-09-18,Innovate Infinity
811388,Women 35-44,Product Launch,15 Days,Facebook,0.08,$500.00,1.47,Los Angeles,English,1916,7194,8,Technology,2022-04-14,Giga Geeks
869409,Women 45-60,Market Expansion,15 Days,Twitter,0.05,$500.00,6.44,Los Angeles,English,1922,7213,1,Technology,2022-03-26,Silicon Saga
119789,Women 35-44,Brand Awareness,15 Days,Twitter,0.12,$500.00,2.41,Los Angeles,English,1932,7242,6,Technology,2022-02-26,Silicon Saga
805356,Women 18-24,Brand Awareness,15 Days,Pinterest,0.1,$500.00,0.9098235720808122,Los Angeles,English,1136,4680,1,Technology,2022-10-07,Cyber Circuit
641365,Men 18-24,Market Expansion,15 Days,Instagram,0.08,$500.00,4.15,Los Angeles,English,1948,7291,3,Technology,2022-10-08,Tech Titans
672182,Women 45-60,Increase Sales,15 Days,Facebook,0.07,$500.00,3.93,Los Angeles,English,1954,7307,8,Technology,2022-03-12,Cyber Circuit
944326,Women 35-44,Increase Sales,15 Days,Twitter,0.1,$500.00,1.29,Los Angeles,English,1955,7312,2,Technology,2022-06-30,Innovate Infinity
900852,Men 25-34,Increase Sales,15 Days,Facebook,0.13,$500.00,7.63,Los Angeles,English,1960,7325,5,Technology,2022-04-21,Innovate Infinity
893219,Men 45-60,Brand Awareness,15 Days,Instagram,0.1,$500.00,7.49,Los Angeles,English,1965,7340,3,Technology,2022-02-13,Silicon Saga
692047,Men 35-44,Market Expansion,15 Days,Pinterest,0.08,$500.00,0.8990987362606062,Los Angeles,English,1158,4753,1,Technology,2022-07-01,Silicon Saga
441600,Women 35-44,Product Launch,15 Days,Pinterest,0.04,$500.00,1.165432159129056,Los Angeles,English,1182,4831,1,Technology,2022-09-07,Innovate Infinity
128296,All Ages,Increase Sales,15 Days,Instagram,0.12,$500.00,7.89,Los Angeles,English,2024,7514,3,Technology,2022-01-07,Innovate Infinity
449489,Women 35-44,Increase Sales,15 Days,Twitter,0.06,$500.00,6.43,Los Angeles,English,2046,7582,10,Technology,2022-06-16,NexGen Nerds
434893,Women 25-34,Product Launch,15 Days,Facebook,0.07,$500.00,6.99,Los Angeles,English,2049,7590,4,Technology,2022-10-25,NexGen Nerds
785434,Men 25-34,Increase Sales,15 Days,Facebook,0.13,$500.00,4.01,Los Angeles,English,2051,7594,9,Technology,2022-03-22,Giga Geeks
873540,Men 25-34,Product Launch,15 Days,Instagram,0.05,$500.00,2.97,Los Angeles,English,2065,7636,2,Technology,2022-11-23,Innovate Infinity
686166,Women 35-44,Increase Sales,15 Days,Instagram,0.07,$511.59,7.1,Los Angeles,English,2100,7741,2,Technology,2022-06-27,Innovate Infinity
315658,All Ages,Increase Sales,15 Days,Twitter,0.11,$513.74,4.64,Los Angeles,English,2103,7750,7,Technology,2022-07-21,Quantum Quirks
641993,Men 45-60,Increase Sales,15 Days,Facebook,0.02,$514.58,5.11,Los Angeles,English,2105,7756,2,Technology,2022-05-28,Code Crafters
241221,All Ages,Brand Awareness,15 Days,Facebook,0.1,$515.69,0.75,Los Angeles,English,2107,7760,4,Technology,2022-11-30,Innovate Infinity
354370,Women 35-44,Increase Sales,15 Days,Twitter,0.14,$528.93,7.13,Los Angeles,English,2126,7817,9,Technology,2022-03-30,Quantum Quirks
928965,Women 18-24,Product Launch,15 Days,Instagram,0.05,$533.69,5.47,Los Angeles,English,2132,7835,4,Technology,2022-08-07,Innovate Infinity
719026,Men 25-34,Increase Sales,15 Days,Pinterest,0.07,$542.75,0.8436870845228749,Los Angeles,English,1259,5083,1,Technology,2022-11-10,Quantum Quirks
379233,Women 45-60,Product Launch,15 Days,Instagram,0.07,$543.79,4.11,Los Angeles,English,2147,7880,7,Technology,2022-10-18,Quantum Quirks
174217,All Ages,Increase Sales,15 Days,Facebook,0.07,$547.68,2.04,Los Angeles,English,2153,7898,3,Technology,2022-07-05,Cyber Circuit
478281,Men 25-34,Product Launch,15 Days,Pinterest,0.05,$555.99,0.0697114328313392,Los Angeles,English,1271,5121,1,Technology,2022-11-27,Cyber Circuit
295961,All Ages,Market Expansion,15 Days,Pinterest,0.04,$556.14,1.145769960125345,Los Angeles,English,1272,5123,1,Technology,2022-04-20,Gadget Giants
148868,Men 25-34,Product Launch,15 Days,Twitter,0.13,$566.50,4.06,Los Angeles,English,2178,7972,10,Technology,2022-03-14,Innovate Infinity
303762,Women 35-44,Market Expansion,15 Days,Facebook,0.06,$566.53,5.59,Los Angeles,English,2178,7972,2,Technology,2022-09-20,Code Crafters
989106,Women 18-24,Market Expansion,15 Days,Instagram,0.05,$567.94,2.98,Los Angeles,English,2181,7980,3,Technology,2022-12-30,Innovate Infinity
652586,Women 35-44,Product Launch,15 Days,Pinterest,0.05,$586.77,0.6738771840362794,Los Angeles,English,1296,5201,1,Technology,2022-07-05,Tech Titans
630929,Men 25-34,Brand Awareness,15 Days,Facebook,0.03,$588.35,3.6,Los Angeles,English,2209,8062,4,Technology,2022-09-03,Giga Geeks
518696,Men 45-60,Brand Awareness,15 Days,Pinterest,0.02,$593.26,1.3191548058853426,Los Angeles,English,1302,5221,1,Technology,2022-02-28,Innovate Infinity
179141,Men 18-24,Product Launch,15 Days,Instagram,0.07,$603.66,6.68,Los Angeles,English,2230,8124,1,Technology,2022-03-22,NexGen Nerds
332898,All Ages,Market Expansion,15 Days,Pinterest,0.05,$605.68,0.6077406964783422,Los Angeles,English,1310,5249,1,Technology,2022-03-14,Quantum Quirks
350228,Women 35-44,Brand Awareness,15 Days,Instagram,0.12,$608.55,2.64,Los Angeles,English,2235,8141,3,Technology,2022-09-22,NexGen Nerds
977800,Men 25-34,Increase Sales,15 Days,Instagram,0.1,$612.52,5.16,Los Angeles,English,2240,8155,5,Technology,2022-10-03,Gadget Giants
503243,Men 45-60,Market Expansion,15 Days,Instagram,0.15,$618.55,7.6,Los Angeles,English,2248,8179,10,Technology,2022-10-22,Giga Geeks
834705,Men 45-60,Product Launch,15 Days,Instagram,0.09,$626.14,2.14,Los Angeles,English,2259,8212,10,Technology,2022-08-27,Pixel Pioneers
945588,Men 18-24,Increase Sales,15 Days,Twitter,0.05,$630.91,1.91,Los Angeles,English,2264,8227,8,Technology,2022-08-06,Pixel Pioneers
733658,Women 45-60,Increase Sales,15 Days,Instagram,0.01,$633.44,6.0,Los Angeles,English,2268,8238,7,Technology,2022-09-30,Quantum Quirks
641613,Women 35-44,Brand Awareness,15 Days,Twitter,0.05,$642.43,4.51,Los Angeles,English,2282,8280,7,Technology,2022-03-21,Quantum Quirks
245518,Men 45-60,Market Expansion,15 Days,Facebook,0.11,$643.04,7.98,Los Angeles,English,2283,8284,10,Technology,2022-03-14,Tech Titans
495301,All Ages,Brand Awareness,15 Days,Instagram,0.11,$648.69,3.87,Los Angeles,English,2291,8305,1,Technology,2022-04-19,Cyber Circuit
183865,Men 25-34,Brand Awareness,15 Days,Twitter,0.02,$650.42,5.6,Los Angeles,English,2294,8314,5,Technology,2022-07-19,Giga Geeks
518950,Women 18-24,Market Expansion,15 Days,Twitter,0.04,$655.29,7.08,Los Angeles,English,2299,8331,7,Technology,2022-09-04,Code Crafters
159489,Men 45-60,Brand Awareness,15 Days,Instagram,0.15,$664.21,0.76,Los Angeles,English,2316,8379,9,Technology,2022-06-17,Quantum Quirks
321421,Women 35-44,Increase Sales,15 Days,Instagram,0.08,$669.35,3.77,Los Angeles,English,2324,8403,4,Technology,2022-06-25,NexGen Nerds
745454,Women 18-24,Market Expansion,15 Days,Instagram,0.08,$682.21,7.15,Los Angeles,English,2342,8458,1,Technology,2022-05-01,Gadget Giants
333229,Women 35-44,Increase Sales,15 Days,Facebook,0.05,$707.14,7.32,Los Angeles,English,2377,8560,4,Technology,2022-11-18,Tech Titans
